Tag Code,SRR Name,Mark Site Code Value,Release Site Name,Release Date MMDDYYYY,Obs Date MMDDYYYY,First Obs Date,Last Obs Date,Number of Records
384.3B239673C0,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/1/2015,5/1/2015,5/1/2015,13
384.3B239674BE,Hat. Summer Steelhead,NISP,PAHTRP - Pahsimeroi River Trap,4/2/2013,10/3/2015,10/3/2015,10/3/2015,11
384.3B2396765A,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/22/2015,4/22/2015,4/23/2015,14
384.3B2396765A,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/23/2015,4/22/2015,4/23/2015,14
384.3B2396767C,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/25/2015,5/25/2015,5/25/2015,14
384.3B239676DC,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/14/2015,5/14/2015,5/14/2015,28
384.3B2396772A,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/18/2015,5/18/2015,5/18/2015,13
384.3B239678F5,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/26/2015,4/26/2015,4/26/2015,16
384.3B23967965,Hat. Summer Steelhead,MAVA,SALR3 - Salmon River - Middle Fork Salmon River to Pahsimeroi River (km 319-489),4/10/2013,10/14/2015,10/14/2015,10/14/2015,9
384.3B239679F7,Hat. Summer Steelhead,NISP,PAHTRP - Pahsimeroi River Trap,4/2/2013,9/27/2015,9/27/2015,9/27/2015,10
384.3B23967AA8,Hat. Spring Chinook,CLWH,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),3/18/2013,5/16/2015,5/16/2015,5/16/2015,14
384.3B23967C7D,Hat. Summer Steelhead,NISP,PAHTRP - Pahsimeroi River Trap,4/3/2013,10/2/2015,10/2/2015,10/2/2015,10
384.3B23967DC2,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/8/2015,5/8/2015,5/8/2015,12
384.3B23967E12,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/10/2013,10/2/2015,10/2/2015,10/2/2015,11
384.3B23967E42,Hat. Summer Steelhead,NISP,PAHTRP - Pahsimeroi River Trap,4/3/2013,10/10/2015,10/10/2015,10/11/2015,11
384.3B23967E42,Hat. Summer Steelhead,NISP,PAHTRP - Pahsimeroi River Trap,4/3/2013,10/11/2015,10/10/2015,10/11/2015,11
384.3B2396804B,Hat. Summer Steelhead,NISP,PAHTRP - Pahsimeroi River Trap,4/2/2013,10/19/2015,10/19/2015,10/19/2015,11
384.3B2396806F,Hat. Spring Chinook,CLWH,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),3/18/2013,5/9/2015,5/9/2015,5/9/2015,14
384.3B2396816D,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/10/2013,4/1/2015,4/1/2015,4/2/2015,14
384.3B2396816D,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/10/2013,4/2/2015,4/1/2015,4/2/2015,14
384.3B239685FB,Hat. Summer Steelhead,NISP,PAHTRP - Pahsimeroi River Trap,3/28/2013,9/27/2015,9/27/2015,9/27/2015,11
384.3B23968872,Hat. Spring Chinook,CLWH,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),3/18/2013,5/8/2015,5/8/2015,5/8/2015,16
384.3B23968897,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/7/2015,5/7/2015,5/7/2015,15
384.3B23968920,Hat. Summer Steelhead,NISP,PAHTRP - Pahsimeroi River Trap,4/3/2013,9/18/2015,9/18/2015,9/18/2015,14
384.3B23968C06,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/10/2013,3/16/2015,3/16/2015,3/16/2015,7
384.3B23968C3C,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/10/2013,9/30/2015,9/30/2015,9/30/2015,11
384.3B23968DF3,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/17/2015,5/17/2015,5/17/2015,14
384.3B23968E17,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/17/2015,5/17/2015,5/17/2015,14
384.3B23968E6E,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/24/2015,5/24/2015,5/24/2015,18
384.3B23969045,Hat. Summer Steelhead,NISP,PAHTRP - Pahsimeroi River Trap,4/2/2013,10/20/2015,10/20/2015,10/20/2015,10
384.3B2396923D,Hat. Spring Chinook,CLWH,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),3/18/2013,5/2/2015,5/2/2015,5/2/2015,14
384.3B239696EB,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/17/2015,5/17/2015,5/17/2015,13
384.3B23969884,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/6/2015,5/6/2015,5/6/2015,13
384.3B23969951,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/12/2015,5/12/2015,5/12/2015,21
384.3B239699AA,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/7/2015,5/7/2015,5/7/2015,15
384.3B23969AB1,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/15/2015,5/15/2015,5/16/2015,13
384.3B23969AB1,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/16/2015,5/15/2015,5/16/2015,13
384.3B23969B10,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/10/2013,9/17/2015,9/17/2015,9/17/2015,11
384.3B23969C15,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/4/2015,5/4/2015,5/5/2015,18
384.3B23969C15,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/5/2015,5/4/2015,5/5/2015,18
384.3B23969CA5,Hat. Summer Steelhead,MAVA,PAHTRP - Pahsimeroi River Trap,4/19/2013,9/28/2015,9/28/2015,9/28/2015,9
384.3B23969EA1,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/4/2015,5/4/2015,5/4/2015,19
384.3B23969EF4,Hat. Spring Chinook,CLWH,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),3/18/2013,5/9/2015,5/9/2015,5/9/2015,14
384.3B23969F57,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/10/2015,5/10/2015,5/10/2015,17
384.3B2396A229,Hat. Summer Steelhead,NISP,PAHTRP - Pahsimeroi River Trap,4/2/2013,9/16/2015,9/16/2015,9/16/2015,12
384.3B2396A25B,Hat. Summer Steelhead,NISP,PAHTRP - Pahsimeroi River Trap,4/3/2013,9/20/2015,9/20/2015,9/21/2015,13
384.3B2396A25B,Hat. Summer Steelhead,NISP,PAHTRP - Pahsimeroi River Trap,4/3/2013,9/21/2015,9/20/2015,9/21/2015,13
384.3B2396A31B,Hat. Summer Steelhead,NISP,PAHTRP - Pahsimeroi River Trap,4/3/2013,10/30/2015,10/30/2015,10/30/2015,12
384.3B2396A37E,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/29/2015,4/29/2015,4/29/2015,12
384.3B2396A3BA,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/13/2015,5/13/2015,5/14/2015,16
384.3B2396A3BA,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/14/2015,5/13/2015,5/14/2015,16
384.3B2396A4A2,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,6/2/2015,6/2/2015,6/2/2015,17
384.3B2396A695,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/3/2015,5/3/2015,5/3/2015,19
384.3B2396A738,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/9/2015,5/9/2015,5/9/2015,14
384.3B2396A883,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/14/2015,5/14/2015,5/15/2015,12
384.3B2396A883,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/15/2015,5/14/2015,5/15/2015,12
384.3B2396A977,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/7/2015,5/7/2015,5/7/2015,14
384.3B2396A982,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/25/2015,4/25/2015,4/25/2015,15
384.3B2396AA55,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/11/2015,5/11/2015,5/11/2015,19
384.3B2396ABC2,Hat. Fall Chinook,LGR,LGRGWL - LGR - Release into Gatewell(s),6/2/2013,9/14/2015,9/14/2015,9/14/2015,13
384.3B2396ABF4,Hat. Summer Steelhead,DWOR,"DWORMS - Dworshak NFH, release into mainstem Clearwater River",4/17/2013,9/22/2015,9/22/2015,9/22/2015,12
384.3B2396ACD8,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,6/3/2015,6/3/2015,6/3/2015,17
384.3B2396AD53,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/18/2015,5/18/2015,5/18/2015,13
384.3B2396AE44,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/26/2015,5/26/2015,5/26/2015,27
384.3B2396AF95,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/15/2015,5/15/2015,5/15/2015,14
384.3B2396B06B,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/10/2013,9/24/2015,9/24/2015,9/24/2015,15
384.3B2396B0AC,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/29/2015,4/29/2015,4/29/2015,14
384.3B2396B0DC,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/28/2015,4/28/2015,4/28/2015,15
384.3B2396B22B,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/30/2015,4/30/2015,4/30/2015,21
384.3B2396B360,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/4/2015,5/4/2015,5/4/2015,19
384.3B2396B603,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/15/2015,5/15/2015,5/15/2015,16
384.3B2396B85A,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/5/2015,5/5/2015,5/5/2015,17
384.3B2396B884,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/3/2015,5/3/2015,5/3/2015,14
384.3B2396B99D,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/6/2015,5/6/2015,5/6/2015,14
384.3B2396B99E,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/14/2015,5/14/2015,5/14/2015,14
384.3B2396BC0A,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/22/2015,5/22/2015,5/22/2015,15
384.3B2396BE13,Hat. Summer Steelhead,MAVA,YANKFK - Yankee Fork Salmon River,4/26/2013,10/24/2015,10/24/2015,10/24/2015,15
384.3B2396BE90,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/12/2015,5/12/2015,5/12/2015,14
384.3B2396BEF8,Hat. Summer Steelhead,MAVA,YANKFK - Yankee Fork Salmon River,4/26/2013,10/22/2015,10/22/2015,10/22/2015,11
384.3B2396BFFD,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/3/2015,5/3/2015,5/3/2015,14
384.3B2396C000,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/13/2015,5/13/2015,5/13/2015,18
384.3B2396C080,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/8/2013,9/24/2015,9/24/2015,9/24/2015,12
384.3B2396C08B,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/30/2015,4/30/2015,4/30/2015,17
384.3B2396C200,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,6/9/2015,6/9/2015,6/9/2015,14
384.3B2396C25A,Hat. Spring Chinook,CLWH,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),3/18/2013,5/26/2015,5/26/2015,5/26/2015,18
384.3B2396C2B6,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/10/2013,10/3/2015,10/3/2015,10/3/2015,11
384.3B2396C37E,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/15/2015,5/15/2015,5/15/2015,16
384.3B2396C389,Hat. Summer Steelhead,NISP,PAHTRP - Pahsimeroi River Trap,4/2/2013,9/20/2015,9/20/2015,9/20/2015,12
384.3B2396C5F3,Hat. Summer Steelhead,NISP,SNAKE4 - Snake River - Salmon River to Hells Canyon Dam (km 303-397),3/22/2013,10/20/2015,10/20/2015,10/20/2015,11
384.3B2396C811,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/14/2015,5/14/2015,5/14/2015,13
384.3B2396C954,Hat. Summer Steelhead,MAVA,PAHTRP - Pahsimeroi River Trap,4/19/2013,10/6/2015,10/6/2015,10/7/2015,15
384.3B2396C954,Hat. Summer Steelhead,MAVA,PAHTRP - Pahsimeroi River Trap,4/19/2013,10/7/2015,10/6/2015,10/7/2015,15
384.3B2396CB59,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/17/2015,5/17/2015,5/17/2015,22
384.3B2396CC0F,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/1/2015,5/1/2015,5/1/2015,21
384.3B2396CC63,Hat. Spring Chinook,CLWH,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),3/18/2013,5/14/2015,5/14/2015,5/14/2015,13
384.3B2396CD5A,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/5/2015,5/5/2015,5/6/2015,16
384.3B2396CD5A,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/6/2015,5/5/2015,5/6/2015,16
384.3B2396CDFD,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/9/2015,5/9/2015,5/9/2015,32
384.3B2396CE78,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/15/2015,5/15/2015,5/15/2015,19
384.3B2396CFF3,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/8/2013,9/4/2015,9/4/2015,9/4/2015,12
384.3B2396CFFF,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,6/16/2015,6/16/2015,6/17/2015,13
384.3B2396CFFF,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,6/17/2015,6/16/2015,6/17/2015,13
384.3B2396D199,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/10/2013,10/20/2015,10/20/2015,10/20/2015,13
384.3B2396D3A9,Hat. Summer Steelhead,MAVA,PAHTRP - Pahsimeroi River Trap,4/19/2013,9/30/2015,9/30/2015,9/30/2015,10
384.3B2396D463,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/10/2015,5/10/2015,5/11/2015,19
384.3B2396D463,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/11/2015,5/10/2015,5/11/2015,19
384.3B2396D471,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/3/2015,5/3/2015,5/3/2015,12
384.3B2396D70C,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/11/2015,5/11/2015,5/11/2015,33
384.3B2396D93C,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/3/2015,5/3/2015,5/3/2015,19
384.3B2396D996,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/9/2015,5/9/2015,5/9/2015,14
384.3B2396D9A7,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/19/2015,5/19/2015,5/19/2015,14
384.3B2396DA76,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/8/2013,11/6/2015,11/6/2015,11/6/2015,8
384.3B2396DB1A,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/8/2015,5/8/2015,5/8/2015,15
384.3B2396DB63,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/10/2013,10/21/2015,10/21/2015,10/21/2015,15
384.3B2396DE2D,Hat. Summer Steelhead,NISP,PAHTRP - Pahsimeroi River Trap,4/3/2013,10/16/2015,10/16/2015,10/16/2015,10
384.3B2396DEC4,Hat. Spring Chinook,CLWH,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),3/18/2013,5/8/2015,5/8/2015,5/8/2015,13
384.3B2396DF59,Hat. Summer Steelhead,NISP,SNAKE4 - Snake River - Salmon River to Hells Canyon Dam (km 303-397),3/22/2013,9/25/2015,9/25/2015,9/25/2015,12
384.3B2396DF83,Hat. Spring Chinook,CLWH,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),3/18/2013,5/3/2015,5/3/2015,5/3/2015,20
384.3B2396DFDB,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/8/2013,1/2/2015,1/2/2015,1/2/2015,8
384.3B2396E201,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/9/2015,5/9/2015,5/9/2015,34
384.3B2396E403,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/26/2015,5/26/2015,5/26/2015,13
384.3B2396E59B,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/30/2015,4/30/2015,5/3/2015,29
384.3B2396E59B,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/1/2015,4/30/2015,5/3/2015,29
384.3B2396E59B,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/3/2015,4/30/2015,5/3/2015,29
384.3B2396E626,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/8/2013,10/21/2015,10/21/2015,10/21/2015,12
384.3B2396ED27,Hat. Summer Steelhead,MAVA,SALR3 - Salmon River - Middle Fork Salmon River to Pahsimeroi River (km 319-489),4/9/2013,4/7/2015,4/7/2015,4/7/2015,13
384.3B2396F1F8,Hat. Summer Steelhead,GRNTRP,GRNTRP - Grande Ronde River Trap,5/7/2014,10/17/2015,10/17/2015,10/17/2015,11
384.3B2396F329,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,6/20/2015,6/20/2015,6/20/2015,16
384.3B2396F40C,Hat. Spring Chinook,CLWH,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),3/18/2013,5/8/2015,5/8/2015,5/8/2015,18
384.3B2396F441,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/22/2015,5/22/2015,5/22/2015,26
384.3B2396F483,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/26/2015,4/26/2015,4/26/2015,17
384.3B2396F8A2,Hat. Summer Steelhead,MAVA,LSALR - Little Salmon River,4/12/2013,9/23/2015,9/23/2015,9/23/2015,14
384.3B2396F8AD,Hat. Summer Steelhead,MAVA,SALR3 - Salmon River - Middle Fork Salmon River to Pahsimeroi River (km 319-489),4/9/2013,9/26/2015,9/26/2015,9/26/2015,12
384.3B2396F967,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/13/2015,5/13/2015,5/13/2015,17
384.3B2396FD98,Hat. Spring Chinook,CLWH,REDP - Red River Rearing Pond,3/27/2013,5/25/2015,5/25/2015,5/25/2015,18
384.3B2396FDA5,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/2/2015,5/2/2015,5/2/2015,30
384.3B2396FDAC,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/29/2015,4/29/2015,4/29/2015,17
384.3B2396FE63,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/25/2015,4/25/2015,4/25/2015,29
384.3B2397000E,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,5/7/2015,5/7/2015,5/7/2015,14
384.3B2397009D,,ORPHAN,ORPHAN - Unknown,1/1/1900,6/5/2015,6/5/2015,6/5/2015,10
384.3B23970689,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/14/2015,5/14/2015,5/14/2015,13
384.3B23970979,Hat. Spring Chinook,CLWH,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),3/18/2013,4/27/2015,4/27/2015,4/27/2015,25
384.3B23970A17,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/10/2013,9/22/2015,9/22/2015,9/22/2015,14
384.3B23970A32,Hat. Spring Chinook,CLWH,REDP - Red River Rearing Pond,3/27/2013,5/12/2015,5/12/2015,5/12/2015,15
384.3B23970A85,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/28/2015,4/28/2015,4/28/2015,16
384.3B23970B37,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/10/2013,10/24/2015,10/24/2015,10/24/2015,10
384.3B23970EBD,Wild Spring Chinook,GRNTRP,GRNTRP - Grande Ronde River Trap,5/8/2013,5/12/2015,5/12/2015,5/12/2015,16
384.3B23970F56,Hat. Summer Steelhead,MAVA,SALR3 - Salmon River - Middle Fork Salmon River to Pahsimeroi River (km 319-489),4/9/2013,9/3/2015,9/3/2015,9/3/2015,11
384.3B239710A8,Wild Summer Steelhead,BRIDGC,"BRIDGC - Bridge Creek, John Day River Basin",6/21/2013,10/13/2015,10/13/2015,10/13/2015,15
384.3B23971136,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,7/15/2015,7/15/2015,7/15/2015,10
384.3B23971193,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/28/2015,4/28/2015,4/28/2015,14
384.3B23971282,Hat. Summer Steelhead,MAVA,SALR3 - Salmon River - Middle Fork Salmon River to Pahsimeroi River (km 319-489),4/9/2013,8/23/2015,8/23/2015,8/23/2015,15
384.3B2397142D,Hat. Summer Steelhead,NISP,SNAKE4 - Snake River - Salmon River to Hells Canyon Dam (km 303-397),3/22/2013,9/18/2015,9/18/2015,9/18/2015,11
384.3B239714AE,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/24/2015,4/24/2015,4/24/2015,25
384.3B239716AE,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,6/5/2015,6/5/2015,6/5/2015,38
384.3B239716C7,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,6/1/2015,6/1/2015,6/1/2015,16
384.3B2397181D,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/10/2015,5/10/2015,5/10/2015,31
384.3B23971978,Hat. Summer Steelhead,MAVA,SALR3 - Salmon River - Middle Fork Salmon River to Pahsimeroi River (km 319-489),4/8/2013,9/20/2015,9/20/2015,9/20/2015,11
384.3B239719F6,Hat. Summer Steelhead,MAVA,LSALR - Little Salmon River,4/12/2013,3/21/2015,3/21/2015,3/21/2015,12
384.3B23972241,Hat. Summer Steelhead,NISP,SNAKE4 - Snake River - Salmon River to Hells Canyon Dam (km 303-397),3/22/2013,3/20/2015,3/20/2015,3/20/2015,13
384.3B23972260,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/21/2015,5/21/2015,5/21/2015,15
384.3B239723F2,Hat. Spring Chinook,CLWH,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),3/18/2013,5/4/2015,5/4/2015,5/4/2015,12
384.3B23972404,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/7/2015,5/7/2015,5/7/2015,14
384.3B23972412,Hat. Summer Steelhead,NISP,LSALR - Little Salmon River,4/10/2013,10/22/2015,10/22/2015,10/22/2015,60
384.3B2397259E,Hat. Spring Chinook,CLWH,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),3/18/2013,5/2/2015,5/2/2015,5/2/2015,12
384.3B239726AB,Hat. Spring Chinook,CLWH,REDP - Red River Rearing Pond,3/27/2013,4/28/2015,4/28/2015,4/28/2015,16
384.3B2397284F,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,6/11/2015,6/11/2015,6/11/2015,14
384.3B239729FA,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/8/2015,5/8/2015,5/8/2015,14
384.3B23972BC2,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/3/2015,5/3/2015,5/3/2015,14
384.3B23972BDA,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/6/2015,5/6/2015,5/7/2015,12
384.3B23972BDA,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/7/2015,5/6/2015,5/7/2015,12
384.3B23972FCC,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,7/3/2015,7/3/2015,7/3/2015,11
384.3B23973066,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/28/2015,4/28/2015,4/29/2015,12
384.3B23973066,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,4/29/2015,4/28/2015,4/29/2015,12
384.3B23973382,Hat. Spring Chinook,CLWH,REDP - Red River Rearing Pond,3/27/2013,5/9/2015,5/9/2015,5/9/2015,16
384.3B23973584,Hat. Summer Steelhead,MAVA,LSALR - Little Salmon River,4/12/2013,11/7/2015,11/7/2015,11/7/2015,11
384.3B23973EFD,Hat. Spring Chinook,CLWH,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),3/18/2013,5/1/2015,5/1/2015,5/1/2015,13
384.3B23973F92,Hat. Spring Chinook,CLWH,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),3/18/2013,5/19/2015,5/19/2015,5/19/2015,16
384.3B2397410F,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,6/2/2015,6/2/2015,6/2/2015,23
384.3B2397459C,Wild Summer Chinook,PAHTRP,PAHTRP - Pahsimeroi River Trap,4/26/2013,7/11/2015,7/11/2015,7/11/2015,12
384.3B23974661,Hat. Spring Chinook,CLWH,REDP - Red River Rearing Pond,3/27/2013,5/2/2015,5/2/2015,5/2/2015,19
384.3B23974706,Hat. Spring Chinook,CLWH,REDP - Red River Rearing Pond,3/27/2013,5/22/2015,5/22/2015,5/22/2015,23
384.3B23974AA9,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,6/6/2015,6/6/2015,6/6/2015,22
384.3B23974B0D,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,6/6/2015,6/6/2015,6/6/2015,21
384.3B23974C58,Hat. Summer Steelhead,NISP,SNAKE4 - Snake River - Salmon River to Hells Canyon Dam (km 303-397),3/22/2013,10/8/2015,10/8/2015,10/8/2015,11
384.3B23974C5F,Hat. Spring Chinook,CLWH,REDP - Red River Rearing Pond,3/27/2013,5/8/2015,5/8/2015,5/8/2015,13
384.3B23974C8C,Hat. Summer Chinook,CLWH,CROOKR - Crooked River,3/20/2013,6/23/2015,6/23/2015,6/23/2015,15
384.3B23974E05,Hat. Spring Chinook,CLWH,SELWY1 - Selway River - mouth to Moose Creek (km 0-65),3/18/2013,5/12/2015,5/12/2015,5/12/2015,21
384.3B23974E8D,Hat. Spring Chinook,CLWH,CLEARC - Clear Creek,3/19/2013,5/5/2015,5/5/2015,5/5/2015,14
